Registro_HR;ID_Empleado;Fecha_de_Nacimiento;ID_Salida_Renuncia_a_fin_de_año;ID_Tipo_de_trabajo_por_viaje;ID_Área_de_trabajo;Distancia_del_hogar_al_trabajo_millas;ID Nivel_de_Educación;ID_Campo_Educativo;ID_Participación_en_el_trabajo;ID_Puesto;ID_Satisfacción_laboral;Salario_Mensual;N_de_empresas_en_las_que_trabajo;ID_Horas_extra;ID_Calificación_de_rendimiento;Total_de_años_de_trabajo;N_capacitaciones_que_recibió_el_año_pasado;ID_Balance_Vida_Trabajo;Fecha_de_contrato;Años_en_la_empresa;Años_en_el_puesto_actual;Años_desde_el_ultimo_ascenso;Años_con_el_gerente_actual
222;305;jueves, 28 de diciembre de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;MAESTRIA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;2622;6;SI;SOBRESALIENTE;7;3;MUY BUENO;jueves, 12 de diciembre de 2019;3;2;1;1
237;328;viernes, 7 de abril de 1989;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;BAJA;2707;7;SI;SOBRESALIENTE;13;3;EXCELENTE;domingo, 17 de febrero de 2013;9;7;1;7
588;813;jueves, 21 de mayo de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;11;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;3149;8;SI;SOBRESALIENTE;9;3;MUY BUENO;martes, 31 de octubre de 2017;5;2;1;4
610;843;miércoles, 14 de noviembre de 1979;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;14;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;17159;6;SI;SOBRESALIENTE;22;3;MUY BUENO;domingo, 25 de febrero de 2018;4;1;1;0
612;845;domingo, 29 de marzo de 1987;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;OTRO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;10221;3;SI;SOBRESALIENTE;17;3;EXCELENTE;jueves, 25 de septiembre de 2014;8;5;1;6
715;997;martes, 10 de octubre de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;17399;9;SI;SOBRESALIENTE;32;1;BUENO;viernes, 16 de junio de 2017;5;4;1;3
779;1080;miércoles, 3 de noviembre de 1976;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;4615;8;NO;SOBRESALIENTE;19;2;MUY BUENO;martes, 9 de mayo de 2006;16;13;1;7
809;1120;miércoles, 18 de agosto de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;28;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2514;4;SI;SOBRESALIENTE;11;1;MUY BUENO;martes, 28 de julio de 2015;7;5;1;7
1010;1423;domingo, 13 de septiembre de 1964;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;19701;3;NO;SOBRESALIENTE;32;3;MUY BUENO;domingo, 28 de abril de 2013;9;8;1;5
1024;1441;lunes, 2 de mayo de 1966;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2066;2;SI;SOBRESALIENTE;5;3;EXCELENTE;jueves, 4 de julio de 2019;3;2;1;0
1176;1654;martes, 18 de enero de 1983;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;12;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;5295;4;SI;SOBRESALIENTE;7;3;MUY BUENO;domingo, 19 de noviembre de 2017;5;4;1;0
1421;1999;sábado, 7 de marzo de 1981;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2782;3;SI;SOBRESALIENTE;12;3;MUY BUENO;viernes, 17 de febrero de 2017;5;3;1;0
25;31;domingo, 31 de julio de 1988;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2960;2;SI;EXCELENTE;8;2;MUY BUENO;lunes, 5 de noviembre de 2018;4;2;1;3
164;223;viernes, 15 de octubre de 1965;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;UNIVERSITARIO;CIENCIAS DE LA VIDA;MUY ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;9439;3;NO;EXCELENTE;12;2;MALO;domingo, 8 de enero de 2017;5;3;1;4
196;267;martes, 12 de febrero de 1985;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;21;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;CIENTIFICO DE INVESTIGACION;BAJA;3564;1;NO;EXCELENTE;8;3;BUENO;viernes, 21 de marzo de 2014;8;7;1;7
200;273;jueves, 2 de agosto de 1984;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;29;LICENCIATURA;TITULO TECNICO;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;6261;3;SI;EXCELENTE;9;3;MALO;miércoles, 7 de enero de 2015;7;7;1;7
218;300;sábado, 18 de diciembre de 1993;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2058;0;SI;EXCELENTE;7;1;BUENO;miércoles, 24 de febrero de 2016;6;2;1;5
422;565;jueves, 22 de julio de 1993;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;25;DOCTORADO;TITULO TECNICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;2546;5;SI;EXCELENTE;6;2;EXCELENTE;jueves, 4 de junio de 2020;2;2;1;1
437;584;domingo, 14 de mayo de 1989;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;BAJA;TECNICO DE LABORATORIO;MUY ALTA;3408;7;SI;EXCELENTE;8;2;MUY BUENO;sábado, 3 de noviembre de 2018;4;3;1;3
475;639;domingo, 14 de junio de 1998;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;23;LICENCIATURA;MEDICO;MUY ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2725;1;NO;EXCELENTE;6;3;MUY BUENO;jueves, 31 de marzo de 2016;6;5;1;4
514;701;domingo, 8 de diciembre de 2002;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;1009;1;NO;EXCELENTE;1;5;MUY BUENO;martes, 27 de abril de 2021;1;0;1;1
569;787;jueves, 2 de febrero de 1967;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;19859;5;NO;EXCELENTE;24;2;MUY BUENO;jueves, 5 de enero de 2017;5;2;1;4
576;799;viernes, 5 de abril de 1968;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;19;MAESTRIA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;BAJA;5485;9;NO;EXCELENTE;9;4;MUY BUENO;miércoles, 30 de agosto de 2017;5;3;1;4
621;856;domingo, 24 de mayo de 1987;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;27;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;2559;1;SI;EXCELENTE;6;3;BUENO;lunes, 28 de marzo de 2016;6;5;1;1
668;927;sábado, 31 de octubre de 1981;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;CIENCIAS DE LA VIDA;BAJA;TECNICO DE LABORATORIO;MUY ALTA;2778;4;NO;EXCELENTE;10;1;BUENO;lunes, 9 de marzo de 2015;7;7;1;0
778;1079;lunes, 1 de enero de 2001;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;BAJA;1416;1;SI;EXCELENTE;1;6;BUENO;domingo, 7 de marzo de 2021;1;0;1;0
833;1161;domingo, 26 de mayo de 1985;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;25;UNIVERSITARIO;MEDICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;5731;7;SI;EXCELENTE;9;2;MUY BUENO;jueves, 24 de marzo de 2016;6;2;1;3
940;1309;lunes, 3 de diciembre de 1990;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;4883;1;SI;EXCELENTE;10;3;MUY BUENO;miércoles, 3 de octubre de 2012;10;4;1;1
1084;1534;miércoles, 9 de junio de 1982;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;BAJA;2018;3;SI;EXCELENTE;15;3;MALO;viernes, 15 de septiembre de 2017;5;4;1;0
1112;1572;lunes, 28 de abril de 1969;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;DOCTORADO;TITULO TECNICO;MEDIA;DIRECTOR DE MANUFACTURA;MUY ALTA;10169;0;SI;EXCELENTE;34;4;MUY BUENO;martes, 12 de septiembre de 1989;33;7;1;9
1113;1573;jueves, 27 de septiembre de 1984;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;4855;4;SI;EXCELENTE;7;2;MUY BUENO;viernes, 3 de marzo de 2017;5;2;1;4
1151;1621;miércoles, 22 de abril de 1987;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;18;DOCTORADO;CIENCIAS DE LA VIDA;MUY ALTA;CIENTIFICO DE INVESTIGACION;BAJA;5208;1;SI;EXCELENTE;16;2;MUY BUENO;miércoles, 10 de mayo de 2006;16;15;1;10
1260;1763;sábado, 15 de febrero de 1992;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;16;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;5294;3;SI;EXCELENTE;10;3;MUY BUENO;sábado, 21 de noviembre de 2015;7;0;1;7
1325;1859;jueves, 3 de junio de 1993;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;29;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;BAJA;REPRESENTANTE DE ATENCION MEDICA;ALTA;6384;8;SI;EXCELENTE;11;3;MUY BUENO;viernes, 3 de abril de 2015;7;0;1;6
1355;1907;martes, 31 de mayo de 1966;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2587;1;SI;EXCELENTE;5;3;MUY BUENO;martes, 6 de noviembre de 2018;4;2;1;0
32;40;martes, 18 de abril de 1978;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;MAESTRIA;OTRO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;6465;2;NO;EXCELENTE;9;5;EXCELENTE;jueves, 31 de mayo de 2018;4;2;1;3
33;41;viernes, 6 de marzo de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;UNIVERSITARIO;MEDICO;MEDIA;TECNICO DE LABORATORIO;ALTA;2206;1;SI;EXCELENTE;10;5;MUY BUENO;jueves, 10 de mayo de 2012;10;0;1;8
36;46;sábado, 3 de noviembre de 1979;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;MEDICO;MUY ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2645;1;SI;EXCELENTE;6;3;BUENO;miércoles, 20 de diciembre de 2017;5;3;1;4
73;95;martes, 2 de abril de 1991;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;2501;1;SI;EXCELENTE;1;4;MUY BUENO;jueves, 16 de septiembre de 2021;1;1;1;0
85;110;lunes, 26 de septiembre de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;4325;1;SI;EXCELENTE;5;2;MUY BUENO;domingo, 5 de marzo de 2017;5;2;1;3
167;227;miércoles, 18 de noviembre de 1981;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;14;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2451;4;SI;EXCELENTE;13;2;MUY BUENO;sábado, 16 de febrero de 2013;9;8;1;8
171;233;jueves, 20 de julio de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;3058;0;NO;EXCELENTE;6;3;BUENO;martes, 19 de diciembre de 2017;5;2;1;1
185;250;lunes, 22 de septiembre de 1969;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;13;UNIVERSITARIO;MEDICO;MUY ALTA;DIRECTOR DE MANUFACTURA;BAJA;4450;1;SI;EXCELENTE;5;3;MUY BUENO;miércoles, 17 de enero de 2018;4;2;1;3
186;252;miércoles, 9 de agosto de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;14;LICENCIATURA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;2756;1;SI;EXCELENTE;8;5;MUY BUENO;sábado, 22 de marzo de 2014;8;7;1;6
190;258;martes, 15 de junio de 1971;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;13734;3;SI;EXCELENTE;21;6;MUY BUENO;jueves, 26 de febrero de 2015;7;7;1;0
245;336;miércoles, 11 de mayo de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;OTRO;MUY ALTA;GERENTE INVESTIGACION Y DESARROLLO;MUY ALTA;19202;0;SI;EXCELENTE;25;2;MUY BUENO;domingo, 26 de julio de 1998;24;0;1;7
253;346;lunes, 20 de septiembre de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2340;1;SI;EXCELENTE;6;1;MUY BUENO;viernes, 26 de febrero de 2016;6;5;1;5
275;379;miércoles, 28 de marzo de 2001;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;UNIVERSITARIO;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;ALTA;3230;1;SI;EXCELENTE;3;4;EXCELENTE;sábado, 14 de diciembre de 2019;3;2;1;0
280;385;lunes, 6 de marzo de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MEDIA;19144;3;SI;EXCELENTE;28;4;BUENO;miércoles, 3 de octubre de 2012;10;4;1;6
281;386;jueves, 20 de febrero de 1969;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;MAESTRIA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;17584;3;NO;EXCELENTE;21;5;BUENO;viernes, 24 de noviembre de 2017;5;3;1;3
325;441;jueves, 30 de julio de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;28;UNIVERSITARIO;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;5775;1;SI;EXCELENTE;11;2;MUY BUENO;martes, 11 de septiembre de 2012;10;8;1;9
330;447;domingo, 4 de mayo de 1975;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;DOCTORADO;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;18300;4;SI;EXCELENTE;21;2;MUY BUENO;domingo, 11 de agosto de 2019;3;2;1;1
362;483;lunes, 8 de febrero de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;MAESTRIA;CIENCIAS DE LA VIDA;MUY ALTA;TECNICO DE LABORATORIO;ALTA;2213;3;NO;EXCELENTE;10;3;MUY BUENO;lunes, 9 de marzo de 2015;7;7;1;7
368;491;jueves, 10 de agosto de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;TITULO TECNICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;10496;6;SI;EXCELENTE;20;2;MUY BUENO;viernes, 18 de mayo de 2018;4;3;1;3
405;536;martes, 2 de agosto de 1994;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;UNIVERSITARIO;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;4558;1;SI;EXCELENTE;10;2;MUY BUENO;viernes, 11 de mayo de 2012;10;0;1;8
409;546;martes, 27 de octubre de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;MUY ALTA;16555;2;SI;EXCELENTE;31;2;MALO;sábado, 4 de noviembre de 2017;5;2;1;4
482;649;domingo, 13 de marzo de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;CIENTIFICO DE INVESTIGACION;MUY ALTA;3622;1;NO;EXCELENTE;6;3;MUY BUENO;miércoles, 30 de marzo de 2016;6;5;1;3
513;700;sábado, 6 de mayo de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;MAESTRIA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2045;0;SI;EXCELENTE;5;0;MUY BUENO;martes, 6 de noviembre de 2018;4;2;1;1
530;724;jueves, 26 de julio de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;CIENCIAS DE LA VIDA;MUY ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;7625;0;SI;EXCELENTE;10;4;BUENO;jueves, 31 de octubre de 2013;9;7;1;8
535;730;lunes, 23 de junio de 1969;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;14814;3;SI;EXCELENTE;32;3;MUY BUENO;viernes, 12 de mayo de 2017;5;1;1;3
553;762;viernes, 27 de mayo de 1966;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;11103;7;SI;EXCELENTE;30;1;BUENO;domingo, 11 de marzo de 2012;10;7;1;1
573;793;jueves, 15 de abril de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;27;LICENCIATURA;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;4335;4;SI;EXCELENTE;11;3;BUENO;jueves, 20 de marzo de 2014;8;7;1;1
575;797;viernes, 14 de octubre de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;CIENCIAS DE LA VIDA;MUY ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;3280;2;SI;EXCELENTE;10;2;MUY BUENO;jueves, 21 de junio de 2018;4;2;1;3
580;804;miércoles, 17 de febrero de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;4381;1;SI;EXCELENTE;6;3;MUY BUENO;martes, 29 de marzo de 2016;6;5;1;3
627;865;lunes, 21 de mayo de 1990;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;UNIVERSITARIO;MEDICO;MUY ALTA;CIENTIFICO DE INVESTIGACION;ALTA;5175;5;SI;EXCELENTE;9;3;BUENO;viernes, 1 de diciembre de 2017;5;3;1;3
644;894;jueves, 18 de diciembre de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;TECNICO DE LABORATORIO;MUY ALTA;5231;2;NO;EXCELENTE;17;1;BUENO;sábado, 6 de mayo de 2017;5;3;1;3
672;934;martes, 23 de agosto de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MEDIA;2008;1;SI;EXCELENTE;1;3;MUY BUENO;miércoles, 1 de septiembre de 2021;1;0;1;0
678;944;domingo, 13 de mayo de 1973;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;UNIVERSITARIO;OTRO;ALTA;TECNICO DE LABORATORIO;MEDIA;7403;4;SI;EXCELENTE;29;3;BUENO;miércoles, 7 de febrero de 1996;26;9;1;7
695;969;sábado, 8 de abril de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;6949;0;SI;EXCELENTE;6;3;MUY BUENO;viernes, 21 de julio de 2017;5;0;1;4
722;1005;viernes, 6 de octubre de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;ALTA;13973;3;NO;EXCELENTE;22;2;MUY BUENO;sábado, 10 de abril de 2010;12;11;1;5
731;1015;martes, 12 de mayo de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;UNIVERSITARIO;CIENCIAS DE LA VIDA;MUY ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;11416;0;NO;EXCELENTE;9;4;BUENO;jueves, 28 de agosto de 2014;8;7;1;7
734;1018;jueves, 3 de octubre de 1996;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;MEDICO;MUY ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;5472;1;SI;EXCELENTE;8;2;MUY BUENO;miércoles, 21 de mayo de 2014;8;7;1;3
735;1019;viernes, 10 de marzo de 2000;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;BAJA;TECNICO DE LABORATORIO;BAJA;2451;1;SI;EXCELENTE;4;3;BUENO;lunes, 26 de marzo de 2018;4;3;1;1
782;1083;lunes, 11 de marzo de 1996;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;MEDICO;MEDIA;TECNICO DE LABORATORIO;BAJA;3955;1;SI;EXCELENTE;6;2;MUY BUENO;viernes, 5 de mayo de 2017;5;3;1;3
785;1088;viernes, 18 de mayo de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;MEDIA;REPRESENTANTE DE ATENCION MEDICA;ALTA;8823;0;SI;EXCELENTE;20;4;BUENO;jueves, 2 de octubre de 2003;19;9;1;9
789;1097;martes, 2 de agosto de 1994;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;OTRO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;3660;3;SI;EXCELENTE;10;4;EXCELENTE;domingo, 18 de mayo de 2014;8;7;1;7
810;1121;domingo, 7 de agosto de 1994;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;7655;0;SI;EXCELENTE;10;3;BUENO;lunes, 1 de julio de 2013;9;7;1;7
841;1172;jueves, 10 de diciembre de 1987;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;MEDICO;MEDIA;TECNICO DE LABORATORIO;ALTA;2258;6;SI;EXCELENTE;10;2;MUY BUENO;miércoles, 8 de enero de 2014;8;0;1;7
860;1202;sábado, 6 de noviembre de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;BAJA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2168;0;NO;EXCELENTE;6;2;BUENO;sábado, 4 de febrero de 2017;5;4;1;3
874;1221;miércoles, 8 de octubre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;MAESTRIA;CIENCIAS DE LA VIDA;BAJA;TECNICO DE LABORATORIO;ALTA;2741;1;SI;EXCELENTE;7;4;MUY BUENO;sábado, 25 de julio de 2015;7;7;1;7
878;1228;jueves, 6 de mayo de 1976;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;TITULO TECNICO;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;7379;2;SI;EXCELENTE;12;3;BUENO;viernes, 22 de julio de 2016;6;3;1;4
897;1252;domingo, 24 de noviembre de 1991;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;LICENCIATURA;MEDICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;BAJA;6812;1;SI;EXCELENTE;10;2;MUY BUENO;miércoles, 14 de marzo de 2012;10;9;1;8
